iso,Country Name,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
BEN,Benin,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.999552939,0.995087863,1,0.984463948,0.983336274,0.819096968,0.887874393,0.908065803,0.85730683,0.800235612,0.828611674,0.839236519,0.784647958,0.704076312,0.733331621,0.761250436,0.894043287,0.936838013,1,1,0.968698905,0.89934907,0.903911996,0.898043333,0.873575905,0.88833515,0.893786285,0.910220423,0.827372185,0.801769202,0.842354,0.733705989,0.812518652,1,1,0.960566603,0.77830754,0.780801932,0.742400189,0.698041561,0.712713139,0.862101711,0.836400288,0.98786753,0.989288458,0.990641163,0.992008165,0.990026766,0.988181982,0.986409146,0.984728536,0.983160706,0.975984594,0.968920371,0.961986664,0.955122967,0.94834961,0.941686181,0.916795475,0.907940977,0.901997314,0.875868633,0.887310796,0.903001653,0.918347721,0.927026329,0.883800059,0.838526637,0.792030792,0.748978854,0.716894755,0.728218929,0.702178433,0.672735858,0.638526983,0.629206222,0.639119932,0.6276214,0.6058221,0.5784692,0.57239594,0.570259796,0.564001528,0.528212791,0.535822744,0.544243064,0.567700696,0.561390578,0.57008547,0.5796286,0.5895556,0.5793849,0.569626866,0.571002,0.571793098,0.608024248,0.6026575,0.587630964,0.581653,0.5828547,0.5964603,0.5976131,0.6031318,0.6119084,0.6075753,0.5721333,0.5577468,0.5324468,0.5706275,0.5961851,0.5977431,0.6090184,0.5906855,0.5687681,0.4940911,0.520377,0.4787622,0.4948184,0.4770559,0.4991853,0.6307673,0.520188,0.4987199,0.443602,0.4030769,0.4028141,0.4117843,0.468667,0.4750724,0.4712713,0.4736975,0.4720589,0.4359235,0.1576396,0.2557185,0.2819125,0.2854134,0.2979982,0.3455561,0.341148838,0.2168172,0.215971563,0.2196944,0.23381885,0.2329077,0.2490883,0.2531411,0.250960775,0.2568595,0.2552072,0.258516,0.2586461
BTN,Bhutan,0.685908292,0.685717481,0.68549366,0.68525712,0.685320681,0.684932296,0.684351445,0.684077455,0.683964169,0.68390424,0.683753086,0.683607261,0.68381499,0.683823524,0.683846553,0.684255201,0.684579677,0.684505899,0.684735426,0.685057296,0.684984729,0.6852331,0.68527456,0.685451076,0.685683781,0.686048017,0.68623753,0.686344633,0.686234015,0.686439469,0.68660452,0.686580531,0.689257357,0.691645173,0.69432801,0.696659301,0.698880057,0.701582193,0.70378136,0.706273057,0.708743473,0.711197369,0.71395316,0.716355058,0.718831433,0.721128745,0.723447648,0.725690729,0.728262592,0.730731675,0.73608129,0.734540308,0.732930173,0.731432811,0.729964955,0.728139166,0.726567374,0.724879933,0.723367439,0.721662988,0.71810777,0.715490637,0.714348444,0.712871575,0.710308287,0.696235897,0.711686572,0.689520825,0.685372642,0.699018943,0.676022026,0.724183031,0.686591568,0.67428269,0.6676242,0.680739477,0.719596377,0.63538278,0.635308882,0.67688467,0.659941286,0.652725083,0.615034851,0.608739601,0.611393995,0.624412846,0.612770696,0.647798763,0.642951947,0.577548008,0.57716402,0.580853623,0.581341134,0.591365408,0.563955183,0.578193446,0.56116054,0.570507923,0.640717284,0.573268357,0.618245223,0.585285566,0.566582696,0.589839987,0.567563671,0.565974125,0.55240684,0.555705375,0.554291213,0.537297625,0.540208223,0.554537029,0.558736504,0.567284818,0.570445654,0.58463395,0.571390129,0.585101008,0.593152355,0.590613157,0.582118053,0.581826991,0.593749841,0.586441757,0.6018469,0.6195323,0.654195,0.664481767,0.665289598,0.661892708,0.663254402,0.659280527,0.692434923,0.701860297,0.696556012,0.671345113,0.6661033,0.6693876,0.6748631,0.6626614,0.6836386,0.633109365,0.667615379,0.5935648,0.654217995,0.6678822,0.6740991,0.6389593,0.6527171,0.6442414,0.6382221,0.6354672,0.6375777,0.6234619,0.6251978,0.6093994,0.605056,0.6137403,0.5741374,0.5325943,0.4923505,0.4293718,0.4039922,0.4361128,0.4422638,0.4410816,0.3615213,0.3369251,0.3717847,0.3799877,0.4104287,0.3905409,0.4081093,0.4227757,0.4616337,0.4457508,0.3984223,0.242428,0.2291378,0.1931109,0.2252305,0.2553179,0.1898602,0.123538,0.1884122,0.118523,0.1786438,0.05241601,0.034443504,0.04430858,0.036111832,0.029718554,0.02105198,0.01400218,0.008755953,0.006601667,0.006757936,0.01422264,0.01216031
BOL,Bolivia,0.742892037,0.744512596,0.74468439,0.74475105,0.745129798,0.744450195,0.744504698,0.743947389,0.743909662,0.74382404,0.743751609,0.743919401,0.74322103,0.742954188,0.742639196,0.74250817,0.742859308,0.74264151,0.743227158,0.743913903,0.743360646,0.74230154,0.74188009,0.742544721,0.742749276,0.741874912,0.74199701,0.740420984,0.738844959,0.737268935,0.735692911,0.734116886,0.732540862,0.730964837,0.729388813,0.727812788,0.726236764,0.72466074,0.72308472,0.721508691,0.719932666,0.718356642,0.716780617,0.715204593,0.713628569,0.712052544,0.71047652,0.708900495,0.707324471,0.705748447,0.704172422,0.702596398,0.701020373,0.699444349,0.697868324,0.6962923,0.694716276,0.693140251,0.691564227,0.689988202,0.688412178,0.686836153,0.685260129,0.683684105,0.68210808,0.680532056,0.678956031,0.677380007,0.675803983,0.674227958,0.672651934,0.66900978,0.661784409,0.661764706,0.64067029,0.640673887,0.676662672,0.66431981,0.652792632,0.65026643,0.63464033,0.616140351,0.634648868,0.636067933,0.635351228,0.617167139,0.598313659,0.595956497,0.578871681,0.566712404,0.5458356,0.535818476,0.521650589,0.498059543,0.527441253,0.518298309,0.505135952,0.469327731,0.46711165,0.469876072,0.476849251,0.502174919,0.45647301,0.454859855,0.435628073,0.417940787,0.414482307,0.381476684,0.365983781,0.350316456,0.381859269,0.442929799,0.48910081,0.465066575,0.422209896,0.400885827,0.384630855,0.346374063,0.333499973,0.31912194,0.281429457,0.251603927,0.243573245,0.231777379,0.2351843,0.2211362,0.2309846,0.244767784,0.212347861,0.196659964,0.204953001,0.122129958,0.104921956,0.03182343,0.055506813,0.037296682,0.05110439,0.07900996,0.07009135,0.080065515,0.1248398,0.11791382,0.117807457,0.1049738,0.116730871,0.1021201,0.0967142,0.09604213,0.09161633,0.08393264,0.08155392,0.07078283,0.05187619,0.0410755,0.04836322,0.0342016,0.02646287,0.02000738,0.01726225,0.01672924,0.02701709,0.0296303,0.03487239,0.07836849,0.1080648,0.0831845,0.07618772,0.06819363,0.09030718,0.08488245,0.000191571,0.03206193,0.1335981,0.0688716,0.08252559,0.09722703,0.1100952,0.1978695,0.1696071,0.2210078,0.161242,0.1692826,0.08267716,0.1303028,0.1340184,0.1056236,0.08475693,0.07152001,0.07675786,0.04832561,0.06224924,0.05785222,0.04651904,0.04074971,0.04124639,0.04493249,0.03981193,0.05458949,0.03834613
BWA,Botswana,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.999552939,0.995087863,1,0.984463948,0.983336274,0.819096968,0.887874393,0.908065803,0.85730683,0.800235612,0.828611674,0.839236519,0.784647958,0.704076312,0.733331621,0.761250436,0.894043287,0.936838013,1,1,0.968698905,0.89934907,0.903911996,0.898043333,0.873575905,0.88833515,0.893786285,0.910220423,0.827372185,0.801769202,0.842354,0.733705989,0.812518652,1,1,0.968305138,0.784577756,0.787092243,0.748381128,0.703665136,0.718454912,0.869046991,0.843138512,0.99582601,0.997258382,0.998621985,1,1,1,1,1,1,1,1,1,1,1,1,0.988963793,0.979412286,0.97300075,0.944815272,0.957158139,0.974084149,0.990638229,1,1,1,1,1,0.984449493,1,1,1,0.999072241,0.984488497,1,1,0.9778229,0.9336742,0.92387164,0.920423811,0.910322698,0.85255814,0.848279817,0.845361991,0.841183036,0.837032967,0.83340564,0.8299145,0.8271579,0.8248185,0.821216769,0.8196177,0.815804455,0.813474659,0.8105566,0.806981132,0.8031997,0.7834903,0.7617586,0.7385994,0.7160839,0.6937255,0.6285,0.5704093,0.5297564,0.5281994,0.4014184,0.3649368,0.3572124,0.3370676,0.3117969,0.2999239,0.324951,0.3476149,0.3623475,0.3471289,0.3250492,0.2617653,0.2483937,0.226372,0.2060505,0.185109,0.1837082,0.1997396,0.2074689,0.1909313,0.1840892,0.1660977,0.1596508,0.1527915,0.1700201,0.1842998,0.1946989,0.1627023,0.1628772,0.1488238,0.1255453,0.114629449,0.1031101,0.089058323,0.07666838,0.105112542,0.084109733,0.0735571,0.05859232,0.043333757,0.06601229,0.06333095,0.05772748,0.05762501
BRA,Brazil,0.906767251,0.907595957,0.90842466,0.90925337,0.910082074,0.910910779,0.911739485,0.912568191,0.913396896,0.9142256,0.915054308,0.915883013,0.91671172,0.917540425,0.91836913,0.919197836,0.920026542,0.920855248,0.921683953,0.922512659,0.923341365,0.92417007,0.92499878,0.925827482,0.926656187,0.927484893,0.9283136,0.929142304,0.92997101,0.930799716,0.931628421,0.917633456,0.923075434,0.935153584,0.941006841,0.938901587,0.932284768,0.91829818,0.90379949,0.90536485,0.898699507,0.900485308,0.911642727,0.906085393,0.902530461,0.884063729,0.873863636,0.849269893,0.849009538,0.848749612,0.871424926,0.874699399,0.858483328,0.876781232,0.86987301,0.862773281,0.876750982,0.889875403,0.883013638,0.875872344,0.887069696,0.882342905,0.882753268,0.896238974,0.875690782,0.907348737,0.890624289,0.90820551,0.914065926,0.91655546,0.881431791,0.869939473,0.918782749,0.953408345,0.958518613,0.91597622,0.951692947,0.95193995,0.945027399,0.947289911,0.95234097,0.935382231,0.937069535,0.934531022,0.932170828,0.92786457,0.908878935,0.910932886,0.914945313,0.898661625,0.89843581,0.883153348,0.899489238,0.906098901,0.91701532,0.91179987,0.878518134,0.858277353,0.884301589,0.845635231,0.762673332,0.853109395,0.831698316,0.73157717,0.761833896,0.731967339,0.808187682,0.798963005,0.739102604,0.757816015,0.773501549,0.808926903,0.798632177,0.779652118,0.755466432,0.754471063,0.761206378,0.883392354,0.896006206,0.896664102,0.889699151,0.662216294,0.753905889,0.770336664,0.8067656,0.8000022,0.793951,0.844902669,0.832781169,0.706498418,0.718246543,0.723474253,0.722413476,0.744472591,0.747355849,0.760263218,0.7489232,0.7548532,0.759756,0.761367491,0.7258435,0.760613818,0.680952538,0.6924818,0.686951294,0.8244425,0.8211952,0.8087933,0.7867416,0.7890521,0.7610416,0.6319397,0.6189994,0.5621531,0.4738021,0.3347184,0.3276471,0.3329702,0.266092,0.2461882,0.1054329,0.3209984,0.2972797,0.3863775,0.3981101,0.3571501,0.2191464,0.2373289,0.2600966,0.2529658,0.2252973,0.1856138,0.2005862,0.1980974,0.2278882,0.1473604,0.175884,0.1467218,0.1273557,0.1353005,0.1205946,0.1318341,0.1227544,0.1402821,0.1200748,0.151362,0.09420627,0.09440047,0.08977629,0.08420103,0.07948799,0.07667773,0.06429972,0.06307167,0.04942154,0.05922252,0.06939177,0.07473793,0.07427229
BGR,Bulgaria,1,1,1,1,1,1,1,1,0.995626816,0.98905572,0.992670125,0.998109442,1,1,0.996623539,0.999438761,1,0.996047494,0.99526282,0.997624407,1,0.998407025,0.99987504,1,1,1,1,1,1,1,1,0.987269518,0.974067658,0.950589677,0.937041155,0.922318621,0.923064759,0.911355553,0.88667952,0.861367881,0.836667595,0.825316729,0.828570326,0.812200401,0.799034017,0.830529056,0.824839341,0.788892168,0.767466214,0.782493113,0.773839907,0.767822616,0.761805325,0.755788034,0.749770743,0.743753452,0.737736161,0.731718869,0.725701578,0.719684287,0.713666996,0.707649705,0.701632414,0.695615123,0.689597832,0.683580541,0.677563249,0.671545958,0.665528667,0.659511376,0.653494085,0.647476794,0.641459503,0.650749506,0.660039509,0.669329512,0.678619515,0.68790952,0.697199522,0.706489525,0.697736394,0.688983264,0.680230133,0.671477003,0.662723872,0.653970742,0.647867307,0.641763872,0.635660437,0.629557002,0.62345357,0.617350132,0.624515663,0.631681194,0.638846724,0.646012255,0.653177786,0.660343316,0.667508847,0.674674378,0.681839908,0.689005439,0.683052777,0.677100114,0.671147452,0.550017478,0.538184291,0.571203507,0.551509734,0.541444219,0.51226292,0.503880016,0.541642511,0.489989436,0.564983444,0.517945458,0.438333751,0.37270609,0.376332591,0.298268824,0.292702632,0.369776876,0.394773094,0.376693248,0.4660447,0.6243148,0.5546329,0.484951,0.415269117,0.345587234,0.275905351,0.163820659,0.18584856,0.135295305,0.145290267,0.116297422,0.1167221,0.08008104,0.0591162,0.043947166,0.030075,0.015762306,0.005191564,0.006728151,0.004199411,0.002670406,0.000284573,0,0,0,3.53E-05,7.03E-05,1.75E-05,0,0,0,0,0.00022735,9.66E-05,5.67E-05,4.52E-05,3.38E-05,2.81E-05,2.81E-05,5.60E-06,0,0,0,0,0.000672405,0.000675872,0.000617355,0,0.000890757,0.002513166,0.01069703,0.004036775,0.005090802,0.01698418,0.02194119,0.02081038,0.01581981,0.01103184,0.006243879,0.02080281,0.03441642,0.04923727,0.003521127,0.01215443,0.0124285,0.01740668,0.0218972,0.0198389,0.01718255,0.01244838,0.01244838,0.01244838,0.009670676,0.007326822
BFA,Burkina Faso,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.999552939,0.995087863,1,0.984463948,0.983336274,0.819096968,0.887874393,0.908065803,0.85730683,0.800235612,0.828611674,0.839236519,0.784647958,0.704076312,0.733331621,0.761250436,0.894043287,0.936838013,1,1,0.968698905,0.89934907,0.903911996,0.898043333,0.873575905,0.88833515,0.893786285,0.910220423,0.827372185,0.801769202,0.842354,0.733705989,0.812518652,1,1,0.968305138,0.784577756,0.787092243,0.748381128,0.703665136,0.718454912,0.869046991,0.843138512,0.99582601,0.997258382,0.998621985,1,1,1,1,1,1,1,1,1,1,1,1,0.988963793,0.979412286,0.97300075,0.944815272,0.957158139,0.974084149,0.990638229,1,1,1,1,1,0.976098214,0.991516803,0.956060998,0.915973042,0.869395464,0.856704649,0.870202802,0.8545468,0.8248656,0.787623,0.779353805,0.776445307,0.767924274,0.719195612,0.707789962,0.698035794,0.68898517,0.679816032,0.671423927,0.6630425,0.6555071,0.6480898,0.642245534,0.7083231,0.752442241,0.733676829,0.7423996,0.744755511,0.7383545,0.7371972,0.7016839,0.6957785,0.7009069,0.7064951,0.7069512,0.6753791,0.7038381,0.6976338,0.6890358,0.6211448,0.6325157,0.6051029,0.6146806,0.6223726,0.5911067,0.5929031,0.6225208,0.6411843,0.6369217,0.5589589,0.4727813,0.587175,0.5291075,0.6341751,0.6363196,0.6080134,0.5463333,0.6915362,0.7154974,0.7323028,0.7080927,0.6486162,0.5208684,0.3634118,0.4330404,0.4623494,0.3544451,0.3450285,0.4087597,0.28193675,0.2712748,0.253421783,0.2469224,0.24541464,0.22641462,0.17547726,0.1254711,0.0943401,0.09488228,0.08813195,0.07760735,0.06198146
BDI,Burundi,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.999552939,0.995087863,1,0.984463948,0.983336274,0.819096968,0.887874393,0.908065803,0.85730683,0.800235612,0.828611674,0.839236519,0.784647958,0.704076312,0.733331621,0.761250436,0.894043287,0.936838013,1,1,0.968698905,0.89934907,0.903911996,0.898043333,0.873575905,0.88833515,0.893786285,0.910220423,0.827372185,0.801769202,0.842354,0.733705989,0.812518652,1,1,0.968305138,0.784577756,0.787092243,0.748381128,0.703665136,0.718454912,0.869046991,0.843138512,0.99582601,0.997258382,0.998621985,1,1,1,1,1,1,1,1,1,1,1,1,0.988963793,0.979412286,0.97300075,0.944815272,0.957158139,0.974084149,0.990638229,1,1,1,1,1,0.984449493,1,1,1,0.999072241,0.984488497,1,1,1,1,1,1,1,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.7783858,0.7331575,0.7451963,0.6993238,0.5593314,0.6106624,0.6776563,0.7890704,0.8630905,0.7473703,0.7399332,0.7064965,0.7009594,0.6870384,0.7014576,0.6829742,0.6852381,0.6645797,0.6573277,0.602153471,0.7349599,0.6957176,0.622060614,0.680167571,0.5824136,0.5749489,0.6092741,0.641895,0.6337841,0.6336685
CMR,Cameroon,0.921239809,0.854593897,0.8842393,0.88068828,0.877137268,0.873586255,0.870035241,0.868107989,0.866180737,0.86425348,0.884273978,0.904294472,0.90671489,0.909135309,0.911555727,0.913976146,0.916396565,0.918816983,0.921237402,0.92365782,0.926078239,0.933893686,0.94170913,0.949524581,0.959736464,0.969948348,0.98016023,0.990372114,0.981300529,0.972228943,0.963157357,0.907410453,0.888677713,0.858483703,0.870894195,0.83884381,0.92706544,0.860615689,0.91457573,0.902665351,0.88867454,0.912118427,1,1,0.894327251,1,1,0.999552939,0.995087863,1,0.984463948,0.983336274,0.819096968,0.887874393,0.908065803,0.85730683,0.800235612,0.828611674,0.839236519,0.784647958,0.704076312,0.733331621,0.761250436,0.894043287,0.936838013,1,1,0.968698905,0.89934907,0.903911996,0.898043333,0.873575905,0.88833515,0.893786285,0.910220423,0.827372185,0.801769202,0.842354,0.733705989,0.812518652,1,1,0.968305138,0.784577756,0.787092243,0.748381128,0.703665136,0.718454912,0.869046991,0.843138512,0.99582601,0.997258382,0.998621985,1,1,1,1,1,1,1,1,1,1,1,1,0.988963793,0.979412286,0.97300075,0.944815272,0.957158139,0.974084149,0.990638229,1,0.975536529,0.925563827,0.874241818,0.826721185,0.791306828,0.803806425,0.775062985,0.742564336,0.704804656,0.694516421,0.705459152,0.6927671,0.6687051,0.638513,0.631809359,0.629451488,0.622543626,0.583040098,0.57603396,0.570253544,0.565308435,0.56059716,0.556730954,0.5539421,0.5514039,0.5496488,0.548864542,0.552496,0.554813125,0.549668623,0.5424796,0.53587058,0.5356201,0.5250989,0.5222775,0.5052074,0.4865516,0.5134384,0.4745138,0.4607762,0.4704123,0.4623577,0.4239564,0.4132949,0.4644436,0.4221356,0.3598322,0.3643803,0.3132515,0.3669934,0.3969623,0.4023715,0.3706677,0.4883761,0.5442026,0.5904878,0.5680416,0.5902253,0.5502819,0.5234343,0.183226,0.2434617,0.4986911,0.3895575,0.3476404,0.3742041,0.294888,0.2148225,0.1871117,0.14306,0.1587738,0.1680559,0.1793099,0.185984883,0.1979594,0.1982278,0.2234326,0.228051671,0.234338829,0.215951871,0.1828437,0.1646355,0.156962,0.155304,0.1495862,0.1363133
CAN,Canada,0.740870098,0.735775104,0.73068011,0.72558512,0.720490123,0.715395129,0.710300135,0.705205141,0.700110147,0.69501515,0.68992016,0.678846038,0.66777192,0.656697795,0.645623673,0.634549551,0.62347543,0.612401308,0.601327187,0.590253065,0.579178943,0.565315375,0.55145181,0.537588238,0.52372467,0.509861101,0.49599753,0.482133965,0.468270396,0.454406828,0.44054326,0.437209474,0.433875688,0.430541902,0.427208117,0.423874331,0.420540545,0.417206759,0.41387297,0.410539188,0.407205402,0.401205835,0.395206268,0.389206701,0.383207134,0.377207568,0.371208001,0.365208434,0.359208867,0.3532093,0.347209733,0.32817548,0.34699354,0.31042512,0.312410269,0.33802045,0.388477471,0.362530174,0.396259425,0.359474722,0.346259124,0.299095147,0.298887408,0.318415296,0.28782272,0.321383412,0.321694969,0.318779937,0.295040515,0.296539311,0.277623017,0.270966412,0.276644763,0.288461159,0.275537981,0.269072838,0.289251629,0.24996109,0.241932394,0.207172116,0.189930365,0.168341763,0.142412389,0.13774256,0.143718719,0.120927262,0.103734479,0.092801698,0.114073829,0.100775061,0.09220228,0.084508843,0.077724006,0.078863246,0.102249507,0.089723959,0.07162066,0.067324482,0.078911543,0.096344174,0.10268841,0.129836415,0.104214434,0.092313379,0.094951425,0.093216429,0.084808748,0.086650283,0.072026943,0.065672004,0.066614226,0.060772486,0.054231187,0.080531533,0.068018391,0.05973612,0.062959175,0.073077456,0.034766853,0.03022616,0.016450939,0.010533569,0.00467577,0.005572981,0.004098933,0.003698116,0.003345093,0.008661566,0.005207204,0.006421978,0.004881879,0.006995325,0.002958035,0.003457815,0.001845101,0.000794393,0.000466707,0.000167549,0.000722999,0.001216988,0.000648711,0.00021465,0.000630728,0.000849144,0.001239156,0.001238105,0.000222516,9.13E-05,0.000799319,0.000319377,0.000103448,2.27E-05,0.00026252,0.000259309,0.000463388,4.31E-06,0.000395442,0.000218524,7.49E-05,0.00061169,5.29E-05,0.009967547,0.009132254,0.008296961,0.007461668,0.005797607,0.005791082,0.004955789,0.004909211,0.004862633,0.004816055,0.004769477,0.004820645,0.004871814,0.004922982,0.005769635,0.006616288,0.007462941,0.007471028,0.008673707,0.007380431,0.007395263,0.007410094,0.007424926,0.007439758,0.004997411,0.005808835,0.004993373,0.004963669,0.004933966,0.004904262,0.006594096,0.00828393,0.009973764,0.009973764,0.009973764,0.009973764,0.01246781,0.01246781
CPV,Cape Verde,0.508728635,0.471925315,0.48829615,0.4863352,0.484374255,0.482413308,0.480452361,0.47938809,0.47832382,0.47725955,0.488315301,0.499371052,0.50070766,0.502044268,0.503380875,0.504717483,0.506054091,0.507390699,0.508727306,0.510063914,0.511400522,0.515716382,0.52003224,0.524348101,0.529987325,0.535626549,0.54126577,0.546904996,0.54189547,0.536885943,0.531876417,0.501091765,0.490747139,0.474073351,0.480926694,0.463227775,0.511945675,0.475250679,0.50504858,0.498471416,0.490745387,0.50369161,0.552221724,0.544041657,0.483164062,0.54025421,0.53459027,0.5045897,0.502335661,0.504815383,0.492017206,0.491453615,0.409369791,0.4437435,0.4538348,0.428466387,0.399943228,0.414125069,0.419435174,0.392152802,0.351884556,0.366505829,0.380459146,0.446826601,0.468214628,0.499781842,0.467888311,0.437336032,0.406026838,0.408086851,0.405437341,0.394391093,0.401054412,0.403515422,0.410934901,0.373531617,0.361972704,0.38029542,0.331244378,0.36682573,0.451467458,0.435247578,0.393500458,0.318837208,0.319859046,0.304127599,0.285955886,0.291966164,0.353163869,0.342635165,0.40468441,0.405266496,0.405820637,0.406380636,0.405568947,0.404813223,0.404086972,0.403398503,0.402756234,0.399816508,0.396922617,0.394082192,0.391270448,0.388495711,0.385766007,0.375569417,0.371942132,0.369507283,0.358803551,0.363490885,0.369918715,0.376205302,0.379760533,0.362052695,0.343506233,0.324459,0.306822579,0.293679182,0.298318181,0.287650574,0.27558929,0.26157547,0.257757177,0.261818374,0.2571079,0.2481778,0.2369725,0.234484588,0.233609507,0.231045779,0.216384761,0.214422515,0.213652768,0.212945959,0.211943925,0.210572859,0.2097507,0.2091188,0.2087539,0.208163413,0.2058752,0.207453036,0.204291437,0.2039541,0.201707067,0.2011164,0.2008287,0.2010392,0.1997297,0.1964212,0.1926263,0.1952988,0.1945879,0.1953577,0.194298,0.199571,0.1984951,0.1984188,0.1957204,0.1970843,0.1950879,0.198857,0.2005618,0.1977934,0.1954963,0.1855395,0.1833071,0.1803243,0.1789118,0.1840399,0.1793457,0.1859089,0.1859965,0.1817198,0.1862566,0.1857258,0.1738034,0.1624108,0.1674127,0.1514807,0.1317266,0.1301141,0.1127127,0.0890331,0.07754764,0.06501905,0.057587465,0.06250696,0.0638297,0.05699319,0.06034156,0.05997492,0.05765152,0.05699319,0.05662858,0.06563349,0.06231097,0.0612185,0.05881991
